,INSTNM,WEBADDR,DISAURL
638,The University of Texas at Tyler,https://www.uttyler.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uttyler.edu/accessibility/disability-resources/sitemap.xml: 404 Client Error: Not Found for url: https://www.uttyler.edu/accessibility/disability-resources/sitemap.xml
639,University of North Texas Health Science Center,"An error occurred while accessing sitemap of http://www.unthsc.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.unthsc.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddb8a0>: Failed to resolve 'www.unthsc.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.unthsc.edu/students/office-of-disability-access is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.unthsc.edu/students/office-of-disability-access%20is%20not%20a%20valid%20website/sitemap.xml
640,The University of Texas Permian Basin,https://www.utpb.edu/sitemap.xml,https://www.utpb.edu/academics/advising-and-support/accomodations/services-for-students-with-disabilities/sitemap.xml
641,The University of Texas at San Antonio,https://www.utsa.edu/sitemap.xml,https://www.utsa.edu/disability/sitemap.xml
642,Texas Southern University,https://www.tsu.edu/sitemap.xml,https://www.tsu.edu/students-services/departments/disability-services/sitemap.xml
643,Texas Tech University,An error occurred while accessing sitemap of https://www.ttu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.ttu.edu/sitemap.xml,https://www.depts.ttu.edu/sds/sitemap.xml
644,Texas Woman's University,https://www.twu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.twu.edu/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://twu.edu/disability-services/sitemap.xml
645,The University of Texas Health Science Center at Houston,An error occurred while accessing sitemap of https://www.uth.edu/sitemap.xml: 404 Client Error:  for url: https://www.uth.edu/sitemap.xml,https://www.uth.edu/hr/department/equal-opportunity/disability-accomodation.htm/sitemap.xml
646,Texas Tech University Health Sciences Center,https://www.ttuhsc.edu/sitemap.xml,https://www.ttuhsc.edu/disability/default.aspx/sitemap.xml
647,Tyler Junior College,An error occurred while accessing sitemap of https://www.tjc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.tjc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.tjc.edu/disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://tjc.edu/disabilities/sitemap.xml
648,Weatherford College,https://www.wc.edu/sitemap.xml,https://wc.edu/current-students/disabilities-accommodation/apply-for-services.php/sitemap.xml
649,West Texas A & M University,https://www.wtamu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.wtamu.edu/student-support/disability-services/index.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.wtamu.edu/student-support/disability-services/index.html/sitemap.xml
650,Utah Tech University,https://utahtech.edu/sitemap.xml,https://drcenter.utahtech.edu/sitemap.xml
651,Snow College,https://www.snow.edu/sitemap.xml,https://www.snow.edu/offices/ADA/index.html/sitemap.xml
652,Southern Utah University,https://www.suu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.suu.edu/disabilityservices/index.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.suu.edu/disabilityservices/index.html/sitemap.xml
653,Utah State University,"An error occurred while accessing sitemap of https://www.usu.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.usu.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108db6fd0>: Failed to resolve 'www.usu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://www.usu.edu/drc is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.usu.edu/drc%20is%20not%20a%20valid%20website./sitemap.xml
654,Utah Valley University,https://www.uvu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uvu.edu/accessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.uvu.edu/accessibility/sitemap.xml
655,University of Utah,An error occurred while accessing sitemap of https://www.utah.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.utah.edu/sitemap.xml,An error occurred while accessing sitemap of https://disability.utah.edu/sitemap.xml: 404 Client Error: Not Found for url: https://disability.utah.edu/sitemap.xml
656,Weber State University,https://www.weber.edu/sitemap.xml,https://www.weber.edu/ssd/sitemap.xml
657,Castleton University,"An error occurred while validating https:// : HTTPSConnectionPool(host='%20', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb4f50>: Failed to resolve '%20' ([Errno 8] nodename nor servname provided, or not known)""))","An error occurred while validating https:// : HTTPSConnectionPool(host='%20', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108db7b10>: Failed to resolve '%20' ([Errno 8] nodename nor servname provided, or not known)""))"
658,Northern Vermont University,"An error occurred while validating https:// : HTTPSConnectionPool(host='%20', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb5310>: Failed to resolve '%20' ([Errno 8] nodename nor servname provided, or not known)""))","An error occurred while validating https:// : HTTPSConnectionPool(host='%20', port=443): Max retries exceeded with url: / (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb56d0>: Failed to resolve '%20' ([Errno 8] nodename nor servname provided, or not known)""))"
659,Vermont State University,"An error occurred while accessing sitemap of http://vermontstate.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='vermontstate.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddaf10>: Failed to resolve 'vermontstate.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://vermontstate.edu/academics/student-success/disability-services is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://vermontstate.edu/academics/student-success/disability-services%20is%20not%20a%20valid%20website/sitemap.xml
660,University of Vermont,https://www.uvm.edu/sitemap.xml,An error occurred while accessing sitemap of https://uvm.edu/academicsuccess/student_accessibility_services/sitemap.xml: 404 Client Error: Not Found for url: https://www.uvm.edu/academicsuccess/student_accessibility_services/sitemap.xml
661,William & Mary,https://www.wm.edu/sitemap.xml,https://www.wm.edu/offices/deanofstudents/services/studentaccessibilityservices/students/index.php/sitemap.xml
662,Christopher Newport University,https://cnu.edu/sitemap.xml,An error occurred while accessing sitemap of https://cnu.edu/life/accessibility-support/sitemap.xml: 404 Client Error: Not Found for url: https://cnu.edu/life/accessibility-support/sitemap.xml
663,Eastern Virginia Medical School,An error occurred while accessing sitemap of https://www.evms.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.evms.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.evms.edu/education/resources/disability_guide_for_students/sitemap.xml: 404 Client Error: Not Found for url: https://www.evms.edu/education/resources/disability_guide_for_students/sitemap.xml
664,George Mason University,"An error occurred while accessing sitemap of https://www2.gmu.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www2.gmu.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb4e10>: Failed to resolve 'www2.gmu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))","An error occurred while accessing sitemap of http://ds.gmu.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='ds.gmu.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x10d1d5f20>: Failed to resolve 'ds.gmu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))"
665,James Madison University,https://www.jmu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.jmu.edu/ods/sitemap.xml: 404 Client Error: Not Found for url: https://www.jmu.edu/ods/sitemap.xml
666,Longwood University,https://www.longwood.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.longwood.edu/accessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.longwood.edu/accessibility/sitemap.xml
667,University of Mary Washington,"An error occurred while accessing sitemap of https://www.umw.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.umw.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb4910>: Failed to resolve 'www.umw.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://academics.umw.edu/disability is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://academics.umw.edu/disability%20is%20not%20a%20valid%20website./sitemap.xml
668,Norfolk State University,An error occurred while accessing sitemap of https://www.nsu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.nsu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.nsu.edu/Campus-Life/Services-Resources/Disability-Services/sitemap.xml: 404 Client Error: Not Found for url: https://www.nsu.edu/Campus-Life/Services-Resources/Disability-Services/sitemap.xml
669,Old Dominion University,https://www.odu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.odu.edu/educationalaccessibility/sitemap.xml: 404 Client Error: Not Found for url: https://www.odu.edu/educationalaccessibility/sitemap.xml
670,Radford University,https://www.radford.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.radford.edu/cas/sitemap.xml: 404 Client Error: Not Found for url: https://www.radford.edu/cas/sitemap.xml
671,University of Virginia's College at Wise,An error occurred while accessing sitemap of https://www.uvawise.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.uvawise.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uvawise.edu/college-life/campus/diversity-inclusion/disability-services is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.uvawise.edu/college-life/campus/diversity-inclusion/disability-services%20is%20not%20a%20valid%20website./sitemap.xml
672,Virginia Polytechnic Institute and State University,https://www.vt.edu/sitemap.xml,https://www.ssd.vt.edu/index.html/sitemap.xml
673,Virginia Commonwealth University,https://www.vcu.edu/sitemap.xml,https://saeo.vcu.edu/sitemap.xml
674,University of Virginia-Main Campus,https://www.virginia.edu/sitemap.xml,An error occurred while accessing sitemap of https://studenthealth.virginia.edu/sdac is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.studenthealth.virginia.edu/sdac%20is%20not%20a%20valid%20website./sitemap.xml
675,Virginia Military Institute,https://www.vmi.edu/sitemap.xml,https://www.vmi.edu/academics/support/disabilities-services/sitemap.xml
676,Virginia State University,https://www.vsu.edu/sitemap.xml,https://www.vsu.edu/student-life/support-and-resources/students-with-disabilities/index.php/sitemap.xml
677,Bellevue College,"An error occurred while accessing sitemap of https://bellevuecollege.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='bellevuecollege.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb56d0>: Failed to resolve 'bellevuecollege.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://bellevuecollege.edu/drc is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://bellevuecollege.edu/drc%20is%20not%20a%20valid%20website./sitemap.xml
678,Bellingham Technical College,https://www.btc.edu/sitemap.xml,https://www.btc.edu/AR/sitemap.xml
679,Big Bend Community College,https://www.bigbend.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.bigbend.edu/academics/accommodation-accessibility-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.bigbend.edu/academics/accommodation-accessibility-services/sitemap.xml
680,Central Washington University,https://www.cwu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.cwu.edu/student-life/student-support/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.cwu.edu/student-life/student-support/disability-services/sitemap.xml
681,Centralia College,An error occurred while accessing sitemap of https://www.centralia.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.centralia.edu/sitemap.xml,https://www.centralia.edu/resources/disabilities.aspx/sitemap.xml
682,Clark College,https://www.clark.edu/sitemap.xml,https://www.clark.edu/campus-life/student-support/disability_support/sitemap.xml
683,Clover Park Technical College,https://www.cptc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.cptc.edu/disabilities/student/sitemap.xml: 404 Client Error: Not Found for url: https://www.cptc.edu/disabilities/student/sitemap.xml
684,Columbia Basin College,https://www.columbiabasin.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.columbiabasin.edu/index.aspx?page=851/sitemap.xml: 404 Client Error: Not Found for url: https://www.columbiabasin.edu/index.aspx?page=851/sitemap.xml
685,Eastern Washington University,https://www.ewu.edu/sitemap.xml,https://inside.ewu.edu/sass/sitemap.xml
686,Edmonds College,https://www.edmonds.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.edmonds.edu/student-services/services-for-students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.edmonds.edu/student-services/services-for-students-with-disabilities/sitemap.xml
687,Everett Community College,https://www.everettcc.edu/sitemap.xml,https://www.everettcc.edu/students/cds/sitemap.xml
688,The Evergreen State College,https://www.evergreen.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.evergreen.edu/offices-services/access-services-for-students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.evergreen.edu/offices-services/access-services-for-students-with-disabilities/sitemap.xml
689,Pierce College District,https://www.pierce.ctc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pierce.ctc.edu/ads/sitemap.xml: 404 Client Error: Not Found for url: https://www.pierce.ctc.edu/ads/sitemap.xml
690,Grays Harbor College,An error occurred while accessing sitemap of https://www.ghc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.ghc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.ghc.edu/dss/sitemap.xml: 404 Client Error: Not Found for url: https://www.ghc.edu/dss/sitemap.xml
691,Green River College,https://www.greenriver.edu/sitemap.xml,https://www.greenriver.edu/student-affairs/disability-support-services.htm/sitemap.xml
692,Highline College,https://www.highline.edu/sitemap.xml,https://access.highline.edu/sitemap.xml
693,Lake Washington Institute of Technology,https://www.lwtech.edu/sitemap.xml,https://www.lwtech.edu/campus-life/disability-support/sitemap.xml
694,Lower Columbia College,https://lowercolumbia.edu/sitemap.xml,https://lowercolumbia.edu/disability/sitemap.xml
695,North Seattle College,https://www.northseattle.edu/sitemap.xml,An error occurred while accessing sitemap of https://northseattle.edu/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://northseattle.edu/disability-services/sitemap.xml
696,Olympic College,https://www.olympic.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.olympic.edu/services/access-services-students-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.olympic.edu/services/access-services-students-disabilities/sitemap.xml
697,Peninsula College,https://www.pencol.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.pencol.edu/SSD/sitemap.xml: 404 Client Error: Not Found for url: https://pencol.edu/SSD/sitemap.xml
698,Renton Technical College,https://www.rtc.edu/sitemap.xml,https://www.rtc.edu/disability-resource-services/sitemap.xml
699,South Seattle College,https://southseattle.edu/sitemap.xml,An error occurred while accessing sitemap of https://southseattle.edu/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://southseattle.edu/disability-services/sitemap.xml
700,Seattle Central College,https://seattlecentral.edu/sitemap.xml,An error occurred while accessing sitemap of https://seattlecentral.edu/campus-life/student-support-and-services/disability-support/sitemap.xml: 404 Client Error: Not Found for url: https://seattlecentral.edu/campus-life/student-support-and-services/disability-support/sitemap.xml
701,Skagit Valley College,https://www.skagit.edu/sitemap.xml,An error occurred while accessing sitemap of http://www.skagit.edu/disability-access-services is not a valid website/sitemap.xml: 404 Client Error: Not Found for url: https://www.skagit.edu/disability-access-services%20is%20not%20a%20valid%20website/sitemap.xml
702,Spokane Community College,https://scc.spokane.edu/sitemap.xml,https://scc.spokane.edu/Resources/DisabilityServices.aspx/sitemap.xml
703,Spokane Falls Community College,https://sfcc.spokane.edu/sitemap.xml,An error occurred while accessing sitemap of https://sfcc.spokane.edu/For-Our-Students/Student-Resources/Disability-Support-Services/sitemap.xml: 404 Client Error: Not Found for url: https://sfcc.spokane.edu/For-Our-Students/Student-Resources/Disability-Support-Services/sitemap.xml
704,Tacoma Community College,https://www.tacomacc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.tacomacc.edu/academics-programs/academic-support/access-services/access_services/sitemap.xml: 404 Client Error: Not Found for url: https://www.tacomacc.edu/academics-programs/academic-support/access-services/access_services/sitemap.xml
705,Walla Walla Community College,"An error occurred while accessing sitemap of https://www.wwcc.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.wwcc.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb5950>: Failed to resolve 'www.wwcc.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of https://www.wwcc.edu/current-students/disability-services is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://www.wwcc.edu/current-students/disability-services%20is%20not%20a%20valid%20website./sitemap.xml
706,Washington State University,https://wsu.edu/sitemap.xml,https://accesscenter.wsu.edu/sitemap.xml
707,University of Washington-Seattle Campus,An error occurred while accessing sitemap of https://www.washington.edu/sitemap.xml: 404 Client Error:  for url: https://www.washington.edu/sitemap.xml,An error occurred while accessing sitemap of https://depts.washington.edu/uwdrs/sitemap.xml: 404 Client Error:  for url: https://depts.washington.edu/uwdrs/sitemap.xml
708,Wenatchee Valley College,https://www.wvc.edu/sitemap.xml,https://www.wvc.edu/admissions/support/disability-services/sitemap.xml
709,Western Washington University,https://wwu.edu/sitemap.xml,https://wwu.edu/drs/sitemap.xml
710,Whatcom Community College,"An error occurred while accessing sitemap of http://whatcom.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='whatcom.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddae00>: Failed to resolve 'whatcom.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.whatcom.edu/current-students/access-disability-services is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.whatcom.edu/current-students/access-disability-services%20is%20not%20a%20valid%20website/sitemap.xml
711,Yakima Valley College,https://www.yvcc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.yvcc.edu/services/dss/sitemap.xml: 404 Client Error: Not Found for url: https://www.yvcc.edu/services/dss/sitemap.xml
712,Bluefield State University,An error occurred while accessing sitemap of https://bluefieldstate.edu/sitemap.xml: 403 Client Error: Forbidden for url: https://bluefieldstate.edu/sitemap.xml,An error occurred while accessing sitemap of https://bluefieldstate.edu/resources/academic-success-center/ada-accommodations is not a valid website./sitemap.xml: 403 Client Error: Forbidden for url: https://bluefieldstate.edu/resources/academic-success-center/ada-accommodations%20is%20not%20a%20valid%20website./sitemap.xml
713,Concord University,https://www.concord.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.concord.edu/Student-Life/Student-Health-Wellness/Disability-Services.aspx is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.concord.edu/Student-Life/Student-Health-Wellness/Disability-Services.aspx%20is%20not%20a%20valid%20website./sitemap.xml
714,Fairmont State University,https://www.fairmontstate.edu/sitemap.xml,https://www.fairmontstate.edu/student-services/accessibility/sitemap.xml
715,Glenville State University,https://www.glenville.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.glenville.edu/academics/disability_services.php/sitemap.xml: 404 Client Error: Not Found for url: https://www.glenville.edu/academics/disability_services.php/sitemap.xml
716,Marshall University,https://www.marshall.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.marshall.edu/disability is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.marshall.edu/disability%20is%20not%20a%20valid%20website./sitemap.xml
717,West Virginia University at Parkersburg,https://www.wvup.edu/sitemap.xml,https://www.wvup.edu/current-students/services/student-support-services/#Disabilities/sitemap.xml
718,Potomac State College of West Virginia University,https://www.potomacstatecollege.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.potomacstatecollege.edu/about/office-of-accessibility-services is not a valid website./sitemap.xml: 404 Client Error: Not Found for url: https://www.potomacstatecollege.edu/about/office-of-accessibility-services%20is%20not%20a%20valid%20website./sitemap.xml
719,Shepherd University,https://www.shepherd.edu/sitemap.xml,https://www.shepherd.edu/accessibility/sitemap.xml
720,West Virginia School of Osteopathic Medicine,https://www.wvsom.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.wvsom.edu/hr/student-accommodations/sitemap.xml: 404 Client Error: Not Found for url: https://www.wvsom.edu/hr/student-accommodations/sitemap.xml
721,West Virginia State University,An error occurred while accessing sitemap of https://www.wvstateu.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.wvstateu.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.wvstateu.edu/Current-Students/Counseling-and-Academic-Support-Services/Disability-Services.aspx/sitemap.xml: 404 Client Error: Not Found for url: https://wvstateu.edu/Current-Students/Counseling-and-Academic-Support-Services/Disability-Services.aspx/sitemap.xml
722,West Liberty University,"An error occurred while accessing sitemap of http://www.westliberty.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.westliberty.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddb460>: Failed to resolve 'www.westliberty.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://westliberty.edu/lsdc/accessibility-services is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://westliberty.edu/student-success-center/accessibility-services%20is%20not%20a%20valid%20website/sitemap.xml
723,West Virginia University Institute of Technology,https://www.wvutech.edu/sitemap.xml,An error occurred while accessing sitemap of https://accessibilityservices.wvu.edu/home/sitemap.xml: 404 Client Error: Not Found for url: https://osa.wvu.edu/home/sitemap.xml
724,West Virginia University,"An error occurred while accessing sitemap of http://www.wvu.edu is not a valid website/sitemap.xml: HTTPConnectionPool(host='www.wvu.edu%20is%20not%20a%20valid%20website', port=80): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPConnection object at 0x108ddbce0>: Failed to resolve 'www.wvu.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",https://accessibilityservices.wvu.edu/sitemap.xml
725,Madison Area Technical College,https://madisoncollege.edu/sitemap.xml,An error occurred while accessing sitemap of https://madisoncollege.edu/disability-resource-services/sitemap.xml: 404 Client Error: Not Found for url: https://madisoncollege.edu/disability-resource-services/sitemap.xml
726,University of Wisconsin-Whitewater,https://www.uww.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uww.edu/csd/sitemap.xml: 404 Client Error: Not Found for url: https://www.uww.edu/csd/sitemap.xml
727,University of Wisconsin-Eau Claire,https://www.uwec.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwec.edu/equity-diversity-inclusion/edi-services-programs/services-for-students-with-disabilities/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwec.edu/equity-diversity-inclusion/edi-services-programs/services-for-students-with-disabilities/sitemap.xml
728,University of Wisconsin-Green Bay,https://www.uwgb.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwgb.edu/ds/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwgb.edu/ds/sitemap.xml
729,University of Wisconsin-La Crosse,An error occurred while accessing sitemap of https://www.uwlax.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwlax.edu/sitemap.xml,https://www.uwlax.edu/center/access/sitemap.xml
730,University of Wisconsin-Oshkosh,https://www.uwosh.edu/sitemap.xml,https://uwosh.edu/deanofstudents/accessibility-center is not a valid website./sitemap.xml
731,University of Wisconsin-Parkside,https://www.uwp.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwp.edu/live/offices/accessibilityservices/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwp.edu/live/offices/accessibilityservices/sitemap.xml
732,University of Wisconsin-Stout,https://www.uwstout.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwstout.edu/life-stout/student-services/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwstout.edu/life-stout/student-services/disability-services/sitemap.xml
733,University of Wisconsin-Superior,https://www.uwsuper.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwsuper.edu/academics/academic-support/educational-success-center/services-and-programs/disability-support-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwsuper.edu/academics/academic-support/educational-success-center/services-and-programs/disability-support-services/sitemap.xml
734,University of Wisconsin-Madison,An error occurred while accessing sitemap of https://www.wisc.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.wisc.edu/sitemap.xml,https://mcburney.wisc.edu/sitemap.xml
735,University of Wisconsin-Milwaukee,https://uwm.edu/sitemap.xml,https://uwm.edu/arc/sitemap.xml
736,University of Wisconsin-Platteville,https://www.uwplatt.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwplatt.edu/department/center-distance-learning/disability-services/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwplatt.edu/department/center-distance-learning/disability-services/sitemap.xml
737,University of Wisconsin-River Falls,https://www.uwrf.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.uwrf.edu/DRC/sitemap.xml: 404 Client Error: Not Found for url: https://www.uwrf.edu/DRC/sitemap.xml
738,University of Wisconsin-Stevens Point,https://www.uwsp.edu/sitemap.xml,https://www.uwsp.edu/disability/Pages/default.aspx/sitemap.xml
739,Central Wyoming College,"An error occurred while accessing sitemap of https://www.cwc.edu is not a valid website./sitemap.xml: HTTPSConnectionPool(host='www.cwc.edu%20is%20not%20a%20valid%20website.', port=443): Max retries exceeded with url: /sitemap.xml (Caused by NameResolutionError(""<urllib3.connection.HTTPSConnection object at 0x108eb5e50>: Failed to resolve 'www.cwc.edu%20is%20not%20a%20valid%20website' ([Errno 8] nodename nor servname provided, or not known)""))",An error occurred while accessing sitemap of http://www.cwc.edu/studentservices/disabilities-support is not a valid website/sitemap.xml: 403 Client Error: Forbidden for url: http://www.cwc.edu/studentservices/disabilities-support%20is%20not%20a%20valid%20website/sitemap.xml
740,Laramie County Community College,https://www.lccc.wy.edu/sitemap.xml,https://www.lccc.wy.edu/services/disability/index.aspx/sitemap.xml
741,Northwest College,https://www.nwc.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.nwc.edu/services/disability/sitemap.xml: 404 Client Error: Not Found for url: https://www.nwc.edu/disability-support/sitemap.xml
742,Western Wyoming Community College,https://www.westernwyoming.edu/sitemap.xml,https://www.westernwyoming.edu/student-life/campus-amenities/wellbeing-accessibility/accessibility-disability.php/sitemap.xml
743,University of Wyoming,https://www.uwyo.edu/sitemap.xml,https://www.uwyo.edu/udss/sitemap.xml
744,American Samoa Community College,An error occurred while accessing sitemap of https://www.amsamoa.edu/sitemap.xml: 404 Client Error: Not Found for url: https://www.amsamoa.edu/sitemap.xml,An error occurred while accessing sitemap of https://www.amsamoa.edu/studentservices.html/sitemap.xml: 404 Client Error: Not Found for url: https://www.amsamoa.edu/studentservices.html/sitemap.xml
